year,month,monthly_anomaly,monthly_uncertainty
2005,4,1.246,0.081
2005,5,0.867,0.074
2005,6,0.954,0.08
2005,7,0.803,0.079
2005,8,0.624,0.105
2005,9,1.126,0.072
2005,10,1.355,0.061
2005,11,1.348,0.053
2005,12,1.246,0.047
2006,1,0.712,0.054
2006,2,1.243,0.063
2006,3,1.002,0.06
2006,4,0.701,0.077
2006,5,0.402,0.059
2006,6,0.954,0.101
2006,7,0.626,0.105
2006,8,1.021,0.105
2006,9,0.783,0.07
2006,10,1.076,0.06
2006,11,0.866,0.036
2006,12,1.385,0.067
2007,1,1.996,0.057
2007,2,1.054,0.056
2007,3,1.181,0.086
2007,4,1.498,0.083
2007,5,1.172,0.091
2007,6,0.8,0.102
2007,7,0.826,0.108
2007,8,0.869,0.142
2007,9,0.85,0.073
2007,10,1.11,0.057
2007,11,1.019,0.052
2007,12,0.914,0.057
2008,1,0.277,0.089
2008,2,0.409,0.072
2008,3,1.604,0.078
2008,4,0.97,0.087
2008,5,0.684,0.076
2008,6,0.673,0.104
2008,7,0.8,0.09
2008,8,0.474,0.107
2008,9,0.721,0.054
2008,10,1.182,0.052
2008,11,1.159,0.045
2008,12,0.774,0.064
2009,1,1.118,0.065
2009,2,0.923,0.05
2009,3,0.812,0.067
2009,4,1.006,0.064
2009,5,0.781,0.046
2009,6,0.73,0.065
2009,7,0.892,0.104
2009,8,0.797,0.089
2009,9,1.071,0.047
2009,10,0.885,0.053
2009,11,0.976,0.074
2009,12,0.702,0.066
2010,1,1.124,0.079
2010,2,1.197,0.074
2010,3,1.415,0.067
2010,4,1.32,0.085
2010,5,1.069,0.075
2010,6,0.897,0.074
2010,7,0.818,0.095
2010,8,0.892,0.082
2010,9,0.786,0.047
2010,10,1.211,0.066
2010,11,1.411,0.073
2010,12,0.666,0.073
2011,1,0.706,0.063
2011,2,0.558,0.041
2011,3,0.786,0.059
2011,4,1.129,0.067
2011,5,0.612,0.089
2011,6,0.857,0.064
2011,7,1.114,0.075
2011,8,1.19,0.069
2011,9,0.832,0.044
2011,10,1.15,0.104
2011,11,0.754,0.091
2011,12,1.048,0.06
2012,1,0.596,0.063
2012,2,0.443,0.093
2012,3,0.723,0.076
2012,4,1.341,0.095
2012,5,1.23,0.116
2012,6,0.977,0.123
2012,7,0.719,0.089
2012,8,0.827,0.071
2012,9,0.921,0.099
2012,10,1.176,0.061
2012,11,1.075,0.083
2012,12,0.484,0.067
2013,1,1.125,0.066
2013,2,1.04,0.082
2013,3,0.973,0.094
2013,4,0.707,0.075
2013,5,0.86,0.13
2013,6,1.056,0.057
2013,7,0.645,0.058
2013,8,0.878,0.084
2013,9,1.078,0.042
2013,10,1.039,0.065
2013,11,1.357,0.054
2013,12,1.097,0.071
2014,1,1.148,0.089
2014,2,0.293,0.078
2014,3,1.062,0.105
2014,4,1.228,0.105
2014,5,1.2,0.067
2014,6,0.832,0.07
2014,7,0.504,0.072
2014,8,0.999,0.06
2014,9,1.004,0.045
2014,10,1.111,0.061
2014,11,0.631,0.066
2014,12,1.221,0.069
2015,1,1.304,0.066
2015,2,1.468,0.057
2015,3,1.44,0.052
2015,4,0.959,0.125
2015,5,0.98,0.101
2015,6,1.014,0.105
2015,7,0.69,0.078
2015,8,0.883,0.097
2015,9,0.901,0.07
2015,10,1.548,0.053
2015,11,1.347,0.052
2015,12,1.807,0.073
2016,1,1.579,0.072
2016,2,2.193,0.075
2016,3,2.174,0.094
2016,4,1.806,0.116
2016,5,1.254,0.099
2016,6,0.881,0.147
2016,7,0.926,0.108
2016,8,1.43,0.049
2016,9,1.07,0.061
2016,10,1.046,0.059
2016,11,1.1,0.098
2016,12,1.268,0.066
2017,1,1.561,0.051
2017,2,1.757,0.083
2017,3,1.859,0.118
2017,4,1.303,0.137
2017,5,1.235,0.102
2017,6,0.798,0.136
2017,7,0.968,0.06
2017,8,1.054,0.075
2017,9,0.917,0.074
2017,10,1.304,0.057
2017,11,1.053,0.063
2017,12,1.488,0.059
2018,1,1.154,0.079
2018,2,1.097,0.048
2018,3,1.381,0.079
2018,4,1.342,0.102
2018,5,1.138,0.211
2018,6,1.081,0.134
2018,7,1.115,0.081
2018,8,1.002,0.106
2018,9,0.821,0.098
2018,10,1.343,0.099
2018,11,0.818,0.039
2018,12,1.245,0.089
2019,1,1.387,0.079
2019,2,1.19,0.071
